YEAROCC,Violence,Property,Homicide,Assaults,Robbery,Shootings,Burglary,MV Theft,Rape,Weapons,Drugs,Sex,y,x
2009.0,,1.0,,,,,1.0,,,,,,37.797292999999996,-122.239255
2009.0,,1.0,,,,,,,,,,,37.799665999999995,-122.269704
2009.0,,1.0,,,,,,1.0,,,,,37.770657,-122.20006200000002
2009.0,1.0,,,1.0,,,,,,,,,37.815874,-122.26405
2009.0,,1.0,,,,,1.0,,,,,,37.846598,-122.28163700000002
2009.0,,1.0,,,,,,1.0,,,,,37.80387,-122.28539599999999
2009.0,1.0,,,,1.0,,,,,,,,37.815889,-122.25663899999999
2009.0,,1.0,,,,,1.0,,,,,,37.820789000000005,-122.27402
2009.0,,1.0,,,,,,,,,,,37.824937,-122.274028
2009.0,,1.0,,,,,,1.0,,,,,37.747465000000005,-122.17949099999998
2009.0,1.0,,,1.0,,1.0,,,,,,,37.784597999999995,-122.200127
2009.0,,1.0,,,,,,,,,,,37.839172999999995,-122.269342
2009.0,,1.0,,,,,,,,,,,,
2009.0,1.0,,,,1.0,,,,,,,,37.787463,-122.234485
2009.0,1.0,,,,1.0,,,,,,,,37.775275,-122.232481
2009.0,1.0,,,1.0,,,,,,,,,37.775275,-122.232481
2009.0,,1.0,,,,,1.0,,,,,,37.737252000000005,-122.16870300000001
2009.0,,1.0,,,,,,,,,,,37.753912,-122.16221100000001
2009.0,,1.0,,,,,,,,,,,37.747209999999995,-122.195898
2009.0,,1.0,,,,,1.0,,,,,,37.808494,-122.268652
2009.0,,1.0,,,,,,,,,,,37.808494,-122.268652
2009.0,,1.0,,,,,,,,,,,37.807823,-122.268524
2009.0,1.0,,,1.0,,1.0,,,,,,,37.73955,-122.174799
2009.0,1.0,,,,1.0,,,,,,,,37.73955,-122.174799
2009.0,,1.0,,,,,,,,,,,37.788664000000004,-122.23166499999999
2009.0,1.0,,,,1.0,,,,,,,,37.799246000000004,-122.270627
2009.0,,1.0,,,,,,,,,,,37.812936,-122.260598
2009.0,,1.0,,,,,1.0,,,,,,37.79934,-122.240807
2009.0,,1.0,,,,,1.0,,,,,,37.838281,-122.276334
2009.0,,1.0,,,,,1.0,,,,,,37.804657,-122.29667099999999
2009.0,,1.0,,,,,1.0,,,,,,37.792333,-122.22362700000001
2009.0,,1.0,,,,,,1.0,,,,,37.621902,-122.06295800000001
2009.0,,1.0,,,,,1.0,,,,,,37.789407000000004,-122.228381
2009.0,,1.0,,,,,,,,,,,37.773361,-122.18171299999999
2009.0,,1.0,,,,,,,,,,,37.798101,-122.251977
2009.0,,1.0,,,,,1.0,,,,,,37.790521000000005,-122.20550700000001
2009.0,1.0,,,,1.0,,,,,,,,37.801992999999996,-122.265235
2009.0,,1.0,,,,,,,,,,,37.811367,-122.29393999999999
2009.0,,1.0,,,,,1.0,,,,,,37.80565,-122.2916
2009.0,,1.0,,,,,,1.0,,,,,37.777609000000005,-122.225755
2009.0,,1.0,,,,,,,,,,,37.802948,-122.23601699999999
2009.0,,1.0,,,,,1.0,,,,,,37.838233,-122.192375
2009.0,,1.0,,,,,1.0,,,,,,37.773567,-122.23423799999999
2009.0,,1.0,,,,,1.0,,,,,,37.757277,-122.18646000000001
2009.0,,1.0,,,,,,,,,,,37.807823,-122.268524
2009.0,,1.0,,,,,,,,,,,37.808085999999996,-122.209529
2009.0,,1.0,,,,,,,,,,,37.809441,-122.189838
2009.0,,1.0,,,,,1.0,,,,,,37.838281,-122.276334
2009.0,,1.0,,,,,,,,,,,37.742011,-122.19338
2009.0,,1.0,,,,,1.0,,,,,,37.822520000000004,-122.275152
2009.0,,1.0,,,,,,,,,,,37.804829,-122.29850800000001
2009.0,,1.0,,,,,,,,,,,37.775414000000005,-122.185355
2009.0,,1.0,,,,,,,,,,,37.794711,-122.241251
2009.0,,1.0,,,,,,,,,,,,
2009.0,,1.0,,,,,,,,,,,37.788883,-122.218329
2009.0,,1.0,,,,,,,,,,,37.768437,-122.22241799999999
2009.0,,1.0,,,,,,,,,,,37.840447999999995,-122.26698
2009.0,,1.0,,,,,,1.0,,,,,37.733295,-122.184343
2009.0,,1.0,,,,,,1.0,,,,,37.763532,-122.175509
2009.0,,1.0,,,,,,1.0,,,,,37.760871,-122.197166
2009.0,1.0,,,1.0,,,,,,,,,,
2009.0,1.0,,,1.0,,,,,,,,,,
