,YEAROCC,Violence,Property,Homicide,Assaults,Robbery,Shootings,Burglary,MV Theft,Rape,Weapons,Drugs,Sex,y,x
211946,2008.0,,1.0,,,,,,,,,,,37.799365,-122.215876
211947,2008.0,,1.0,,,,,,1.0,,,,,37.804840000000006,-122.210479
211948,2008.0,1.0,,,,1.0,,,,,,,,37.805224,-122.210108
211949,2008.0,,1.0,,,,,,,,,,,37.798265,-122.18263999999999
211950,2008.0,,1.0,,,,,,,,,,,37.798012,-122.207058
211951,2008.0,,1.0,,,,,,,,,,,37.772151,-122.217482
211952,2008.0,,1.0,,,,,,1.0,,,,,37.772627,-122.22290600000001
211955,2008.0,1.0,,,,1.0,,,,,,,,37.782036,-122.206896
211956,2008.0,,1.0,,,,,,1.0,,,,,37.783895,-122.21365300000001
211957,2008.0,1.0,,,,1.0,,,,,,,,37.794574,-122.19919099999998
211958,2008.0,,1.0,,,,,,1.0,,,,,37.788389,-122.19463999999999
211959,2008.0,,1.0,,,,,1.0,,,,,,37.772247,-122.14823200000001
211961,2008.0,,1.0,,,,,,1.0,,,,,37.763056,-122.199818
211963,2008.0,,1.0,,,,,,,,,,,37.773143,-122.176631
211964,2008.0,,,,,,,,,,1.0,,,37.762375,-122.193076
211965,2008.0,,1.0,,,,,,1.0,,,,,37.758076,-122.18404699999999
211966,2008.0,,1.0,,,,,,1.0,,,,,37.762105,-122.180628
211967,2008.0,1.0,,,,1.0,,,,,,,,37.770309000000005,-122.16901000000001
211969,2008.0,,1.0,,,,,,,,,,,37.733195,-122.19844199999999
211970,2008.0,,,,,,,,,,,1.0,,37.742111,-122.16883
211971,2008.0,,,,,,,,,,,1.0,,37.742111,-122.16883
211972,2008.0,,1.0,,,,,,1.0,,,,,37.737153,-122.16354399999999
211973,2008.0,,1.0,,,,,,,,,,,37.743362,-122.166926
211974,2008.0,,,,,,,,,,,1.0,,37.753198,-122.18161599999999
211975,2008.0,,1.0,,,,,,,,,,,37.754106,-122.181106
211976,2008.0,,1.0,,,,,1.0,,,,,,37.747559,-122.16669099999999
211977,2008.0,,1.0,,,,,,,,,,,37.75183,-122.17228100000001
211979,2008.0,,1.0,,,,,,1.0,,,,,37.749844,-122.174551
211980,2008.0,1.0,,,1.0,,,,,,,,,37.751686,-122.163968
211981,2008.0,1.0,,,1.0,,,,,,,,,37.757571,-122.168269
211982,2008.0,1.0,,,1.0,,,,,,,,,,
211983,2008.0,1.0,,,1.0,,,,,,,,,,
211984,2008.0,,,,,,,,,,,1.0,,37.761520000000004,-122.19181999999999
211985,2008.0,,,,,,,,,,,1.0,,37.761520000000004,-122.19181999999999
211987,2008.0,1.0,,,1.0,,,,,,,,,37.761228,-122.17288700000002
211988,2008.0,1.0,,,1.0,,,,,,,,,37.734747,-122.18096299999999
211991,2008.0,,1.0,,,,,1.0,,,,,,37.758352,-122.193424
211992,2008.0,,1.0,,,,,,,,,,,37.824713,-122.26231999999999
211993,2008.0,,1.0,,,,,,,,,,,37.834121,-122.259755
211995,2008.0,,1.0,,,,,,1.0,,,,,37.755634,-122.151496
211996,2008.0,,1.0,,,,,,1.0,,,,,37.842894,-122.260269
211997,2008.0,,1.0,,,,,,1.0,,,,,37.759168,-122.19215200000001
211998,2008.0,,1.0,,,,,,1.0,,,,,37.747023999999996,-122.156893
211999,2008.0,,1.0,,,,,,1.0,,,,,37.736146999999995,-122.18753500000001
212006,2008.0,,1.0,,,,,,,,,,,37.7624,-122.213
212016,2008.0,1.0,,,1.0,,1.0,,,,,,,37.804183,-122.285196
212017,2008.0,,1.0,,,,,,1.0,,,,,37.803557,-122.295193
212018,2008.0,,1.0,,,,,,1.0,,,,,37.808934,-122.29547600000001
212021,2008.0,,,,,,,,,,,1.0,,37.80865,-122.274426
212022,2008.0,,,,,,,,,,,1.0,,37.80865,-122.274426
212023,2008.0,,1.0,,,,,,,,,,,37.808257,-122.273247
212024,2008.0,,1.0,,,,,1.0,,,,,,37.807767,-122.265821
212025,2008.0,,1.0,,,,,,1.0,,,,,37.809247,-122.267743
212026,2008.0,,,,,,,,,,1.0,,,37.813614,-122.280102
212027,2008.0,,,,,,,,,,1.0,,,37.813614,-122.280102
212028,2008.0,,,,,,,,,,1.0,,,37.813614,-122.280102
212030,2008.0,,,,,,,,,,,1.0,,37.823968,-122.27559699999999
212031,2008.0,,1.0,,,,,,,,,,,37.822627000000004,-122.277092
212033,2008.0,,1.0,,,,,1.0,,,,,,37.826234,-122.27121000000001
212034,2008.0,,1.0,,,,,,1.0,,,,,37.821065999999995,-122.27338200000001
212035,2008.0,,1.0,,,,,,1.0,,,,,37.822627000000004,-122.277092
212036,2008.0,,,,,,,,,,,1.0,,37.816572,-122.275899
212037,2008.0,,,,,,,,,,,1.0,,37.818228999999995,-122.280651
212038,2008.0,,,,,,,,,,,1.0,,37.818228999999995,-122.280651
212039,2008.0,1.0,,,1.0,,1.0,,,,,,,37.815649,-122.274983
212040,2008.0,,1.0,,,,,,,,,,,37.816215,-122.27916200000001
212041,2008.0,,1.0,,,,,,1.0,,,,,37.816215,-122.27916200000001
212042,2008.0,,1.0,,,,,,1.0,,,,,37.817903,-122.28021899999999
212044,2008.0,,1.0,,,,,,,,,,,37.813268,-122.268974
212045,2008.0,,1.0,,,,,,1.0,,,,,37.81648,-122.258971
212046,2008.0,,,,,,,,,,,1.0,,37.835322,-122.25173000000001
212048,2008.0,,1.0,,,,,,,,,,,37.835322,-122.25173000000001
212050,2008.0,,1.0,,,,,,,,,,,37.839099,-122.264048
212051,2008.0,1.0,,,,1.0,,,,,,,,37.839099,-122.264048
212052,2008.0,,,,,,,,,,,1.0,,37.838398,-122.27366200000002
212053,2008.0,,,,,,,,,,,1.0,,37.838398,-122.27366200000002
212054,2008.0,,1.0,,,,,,,,,,,37.832696999999996,-122.269645
212055,2008.0,,1.0,,,,,,1.0,,,,,37.832209999999996,-122.271166
212057,2008.0,,1.0,,,,,,,,,,,37.839154,-122.26426399999998
212058,2008.0,,1.0,,,,,,,,,,,37.836894,-122.262447
212059,2008.0,,1.0,,,,,,,,,,,37.849609,-122.251842
212060,2008.0,,,,,,,,,,,1.0,,37.832153000000005,-122.213447
212061,2008.0,,1.0,,,,,,,,,,,37.810449,-122.24396100000001
212062,2008.0,1.0,,,,1.0,,,,,,,,37.798937,-122.24111200000002
212063,2008.0,1.0,,,,1.0,,,,,,,,37.79569,-122.253679
212064,2008.0,1.0,,,,1.0,,,,,,,,37.795939000000004,-122.259155
212065,2008.0,,1.0,,,,,,1.0,,,,,37.796033,-122.257051
212066,2008.0,,,,,,,,,,1.0,,,37.779969,-122.226382
212067,2008.0,1.0,,,,1.0,,,,,,,,37.779969,-122.226382
212069,2008.0,1.0,,,1.0,,,,,,,,,37.779969,-122.226382
212072,2008.0,,1.0,,,,,,1.0,,,,,37.773212,-122.22246799999999
212073,2008.0,,1.0,,,,,,1.0,,,,,37.782503999999996,-122.23436399999999
212074,2008.0,1.0,,,,1.0,,,,,,,,37.791579,-122.222599
212075,2008.0,,1.0,,,,,,1.0,,,,,37.789027000000004,-122.220722
212076,2008.0,,1.0,,,,,,,,,,,37.802877,-122.215506
212078,2008.0,,,,,,,,,,1.0,,,37.783739000000004,-122.222756
212079,2008.0,1.0,,,,1.0,,,,,,,,37.777608,-122.22575900000001
212080,2008.0,,1.0,,,,,,,,,,,37.783739000000004,-122.222756
212081,2008.0,,1.0,,,,,,,,,,,37.784245,-122.216191
212082,2008.0,,1.0,,,,,1.0,,,,,,37.787805999999996,-122.210073
212083,2008.0,1.0,,,1.0,,,,,,,,,37.789027000000004,-122.196246
212084,2008.0,,,,,,,,,,1.0,,,37.7849,-122.155
212085,2008.0,,1.0,,,,,,,,,,,37.793192,-122.183507
212086,2008.0,,1.0,,,,,,1.0,,,,,37.767016999999996,-122.20984299999999
212087,2008.0,,,,,,,,,,,1.0,,37.771919,-122.20716000000002
212088,2008.0,1.0,,,,1.0,,,,,,,,37.77256,-122.21446599999999
212089,2008.0,1.0,,,,1.0,,,,,,,,37.772704,-122.20504
212090,2008.0,,1.0,,,,,1.0,,,,,,37.77373,-122.19752
212091,2008.0,,1.0,,,,,,,,,,,37.771919,-122.20716000000002
212092,2008.0,,,,,,,,,,,1.0,,37.765811,-122.19196699999999
212093,2008.0,,,,,,,,,,1.0,,,37.7651,-122.19944299999999
212094,2008.0,,,,,,,,,,1.0,,,37.765811,-122.19196699999999
212095,2008.0,,,,,,,,,,1.0,,,37.765811,-122.19196699999999
212096,2008.0,,,,,,,,,,1.0,,,37.7651,-122.19944299999999
212097,2008.0,,,,,,,,,,1.0,,,37.7651,-122.19944299999999
212098,2008.0,,,,,,,,,,1.0,,,37.765811,-122.19196699999999
212099,2008.0,,,,,,,,,,1.0,,,37.7651,-122.19944299999999
212100,2008.0,,,,,,,,,,1.0,,,37.7651,-122.19944299999999
212101,2008.0,1.0,,,1.0,,1.0,,,,,,,37.767355,-122.194451
212104,2008.0,,1.0,,,,,1.0,,,,,,37.769851,-122.172129
212107,2008.0,1.0,,,,1.0,,,,,,,,37.758912,-122.174219
212108,2008.0,,1.0,,,,,,1.0,,,,,37.764631,-122.184101
212109,2008.0,,1.0,,,,,,1.0,,,,,37.771867,-122.18654199999999
212111,2008.0,,1.0,,,,,,,,,,,37.766523,-122.177683
212112,2008.0,,1.0,,,,,,1.0,,,,,37.767641,-122.174552
212113,2008.0,,1.0,,,,,,1.0,,,,,37.761615,-122.17081599999999
212118,2008.0,1.0,,,1.0,,,,,,,,,37.736447,-122.18313300000001
212119,2008.0,,1.0,,,,,1.0,,,,,,37.741686,-122.166099
212121,2008.0,,1.0,,,,,1.0,,,,,,37.746278000000004,-122.16063600000001
212122,2008.0,,1.0,,,,,,1.0,,,,,37.7383,-122.16631000000001
212123,2008.0,,,,,,,,,,,1.0,,37.745173,-122.155052
212124,2008.0,,,,,,,,,,,1.0,,37.745173,-122.155052
212125,2008.0,,1.0,,,,,,1.0,,,,,37.740784000000005,-122.151357
212130,2008.0,,,,,,,,,,,1.0,,37.751639000000004,-122.165153
212131,2008.0,,,,,,,,,,,1.0,,37.751639000000004,-122.165153
212132,2008.0,,1.0,,,,,,1.0,,,,,37.761283,-122.16154499999999
212133,2008.0,,1.0,,,,,,1.0,,,,,37.761283,-122.16154499999999
212134,2008.0,,1.0,,,,,,1.0,,,,,37.762415999999995,-122.162971
212135,2008.0,,1.0,,,,,1.0,,,,,,37.745439000000005,-122.147725
212136,2008.0,,1.0,,,,,1.0,,,,,,37.745102,-122.1452
212137,2008.0,,1.0,,,,,1.0,,,,,,37.765512,-122.178634
212138,2008.0,,1.0,,,,,,,,,,,37.775662,-122.20888000000001
212139,2008.0,,1.0,,,,,,,,,,,37.80389,-122.269861
212142,2008.0,,1.0,,,,,,1.0,,,,,37.799423,-122.210596
212143,2008.0,,1.0,,,,,,1.0,,,,,37.861492999999996,-122.225576
212152,2008.0,,,,,,,,,,,,1.0,,
212153,2008.0,1.0,,,,,,,,1.0,,,,,
212157,2008.0,,1.0,,,,,,,,,,,37.7513,-122.133
212160,2008.0,,,,,,,,,,,1.0,,37.820322,-122.277755
212161,2008.0,,,,,,,,,,1.0,,,37.820322,-122.277755
212162,2008.0,1.0,,,,1.0,,,,,,,,37.769135,-122.17158500000001
212163,2008.0,,1.0,,,,,,1.0,,,,,37.739278999999996,-122.186107
212164,2008.0,1.0,,,1.0,,1.0,,,,,,,37.794877,-122.275479
212165,2008.0,1.0,,,1.0,,,,,,,,,37.805302000000005,-122.292367
212166,2008.0,1.0,,,1.0,,1.0,,,,,,,37.801368,-122.28333400000001
212167,2008.0,1.0,,,1.0,,,,,,,,,37.805302000000005,-122.292367
212169,2008.0,1.0,,,,1.0,,,,,,,,37.801368,-122.28333400000001
212170,2008.0,,1.0,,,,,,1.0,,,,,37.808683,-122.286822
212171,2008.0,,1.0,,,,,,,,,,,37.805323,-122.29464499999999
212173,2008.0,1.0,,,1.0,,,,,,,,,37.804309,-122.271169
212174,2008.0,1.0,,,,1.0,,,,,,,,37.805531,-122.270459
212176,2008.0,,1.0,,,,,1.0,,,,,,37.809869,-122.265851
212178,2008.0,,1.0,,,,,,1.0,,,,,37.820235,-122.274299
212179,2008.0,,,,,,,,,,,1.0,,37.813717,-122.275585
212180,2008.0,,,,,,,,,,1.0,,,37.820322,-122.277755
212182,2008.0,1.0,,,,1.0,,,,,,,,37.818912,-122.26685400000001
212183,2008.0,,1.0,,,,,1.0,,,,,,37.815874,-122.26405
212184,2008.0,,1.0,,,,,1.0,,,,,,37.828662,-122.264517
212186,2008.0,,1.0,,,,,1.0,,,,,,37.837119,-122.283519
212187,2008.0,,1.0,,,,,1.0,,,,,,37.849514,-122.25418
212188,2008.0,,1.0,,,,,,1.0,,,,,37.843919,-122.25452
212189,2008.0,1.0,,,,1.0,,,,,,,,37.803075,-122.25136599999999
212190,2008.0,,1.0,,,,,,,,,,,37.801475,-122.224667
212191,2008.0,1.0,,,,1.0,,,,,,,,37.799549,-122.244777
212192,2008.0,,1.0,,,,,,,,,,,37.800045000000004,-122.23121299999998
212193,2008.0,1.0,,,,1.0,,,,,,,,37.799768,-122.22697099999999
212195,2008.0,1.0,,,,1.0,,,,,,,,37.791067,-122.244382
212196,2008.0,1.0,,,1.0,,1.0,,,,,,,37.781224,-122.23240200000001
212198,2008.0,,1.0,,,,,1.0,,,,,,37.797505,-122.199767
212199,2008.0,,1.0,,,,,,1.0,,,,,37.774065,-122.22501000000001
212201,2008.0,,1.0,,,,,,1.0,,,,,37.789974,-122.210047
212202,2008.0,1.0,,,,1.0,,,,,,,,37.790406,-122.192912
212203,2008.0,1.0,,,1.0,,1.0,,,,,,,37.790406,-122.192912
212204,2008.0,,1.0,,,,,,,,,,,37.793687,-122.19505600000001
212205,2008.0,,1.0,,,,,,,,,,,37.788470000000004,-122.195434
212206,2008.0,,1.0,,,,,,,,,,,37.792861,-122.18336299999999
212207,2008.0,,,,,,,,,,,1.0,,37.763827,-122.21568300000001
212208,2008.0,,,,,,,,,,,1.0,,37.763827,-122.21568300000001
212209,2008.0,,1.0,,,,,,1.0,,,,,37.769443,-122.19858799999999
212210,2008.0,,1.0,,,,,,,,,,,37.785219,-122.19583100000001
212211,2008.0,,,,,,,,,,,1.0,,37.774736,-122.184207
212212,2008.0,,1.0,,,,,1.0,,,,,,37.773876,-122.17066799999999
212213,2008.0,,1.0,,,,,1.0,,,,,,37.774736,-122.184207
212214,2008.0,,1.0,,,,,1.0,,,,,,37.770086,-122.16923
212215,2008.0,,1.0,,,,,1.0,,,,,,37.769265000000004,-122.15731699999999
212216,2008.0,,1.0,,,,,,,,,,,37.772799,-122.162724
212217,2008.0,,1.0,,,,,,,,,,,37.736665,-122.19746200000002
212218,2008.0,,,,,,,,,,,1.0,,37.734508,-122.176528
212219,2008.0,1.0,,,,1.0,,,,,,,,37.741833,-122.17567700000001
212220,2008.0,,,,,,,,,,,1.0,,37.751639000000004,-122.165153
212221,2008.0,1.0,,,,1.0,,,,,,,,37.750113,-122.173171
212223,2008.0,,1.0,,,,,,1.0,,,,,37.749526,-122.165502
212226,2008.0,1.0,,,1.0,,1.0,,,,,,,37.756099,-122.162986
212229,2008.0,1.0,,,1.0,,,,,,,,,,
212232,2008.0,,1.0,,,,,,,,,,,37.827894,-122.25549299999999
212233,2008.0,,1.0,,,,,,,,,,,37.831153,-122.221726
212234,2008.0,,1.0,,,,,,,,,,,37.796231,-122.230946
212246,2008.0,1.0,,,1.0,,,,,,,,,37.824,-122.274
212252,2008.0,,1.0,,,,,,,,,,,37.818591999999995,-122.266453
212253,2008.0,,1.0,,,,,,,,,,,37.818591999999995,-122.266453
212254,2008.0,,1.0,,,,,,,,,,,37.820628,-122.24768999999999
212255,2008.0,,1.0,,,,,,,,,,,37.80325,-122.252948
212256,2008.0,,1.0,,,,,,,,,,,37.769313000000004,-122.171245
212257,2008.0,,1.0,,,,,,,,,,,37.792164,-122.199101
212258,2008.0,,1.0,,,,,,,,,,,37.750822,-122.161445
212260,2008.0,,1.0,,,,,,1.0,,,,,37.762987,-122.199524
212261,2008.0,,,,,,,,,,,1.0,,37.810123,-122.29908200000001
212262,2008.0,,,,,,,,,,1.0,,,37.810123,-122.29908200000001
212263,2008.0,,,,,,,,,,1.0,,,37.810123,-122.29908200000001
212264,2008.0,,,,,,,,,,1.0,,,37.810123,-122.29908200000001
212265,2008.0,,,,,,,,,,1.0,,,37.810123,-122.29908200000001
212266,2008.0,,1.0,,,,,,,,,,,37.811585,-122.292426
212267,2008.0,,,,,,,,,,,1.0,,37.825376,-122.269473
212268,2008.0,,1.0,,,,,,1.0,,,,,37.820566,-122.270284
212269,2008.0,1.0,,,,1.0,,,,,,,,37.823738,-122.28577
212270,2008.0,1.0,,,1.0,,,,,,,,,37.815333,-122.27616200000001
212271,2008.0,,,,,,,,,,,,1.0,,
212274,2008.0,,1.0,,,,,,,,,,,37.819043,-122.266318
212275,2008.0,,1.0,,,,,1.0,,,,,,37.847179,-122.279781
212276,2008.0,1.0,,,1.0,,1.0,,,,,,,37.835331,-122.27069399999999
212277,2008.0,1.0,,,1.0,,,,,,,,,37.8327,-122.26128200000001
212279,2008.0,,1.0,,,,,1.0,,,,,,37.841105999999996,-122.22351
212280,2008.0,,1.0,,,,,,1.0,,,,,37.837305,-122.197131
212281,2008.0,,1.0,,,,,,1.0,,,,,37.81556,-122.252531
212282,2008.0,,1.0,,,,,1.0,,,,,,37.810384,-122.255127
212283,2008.0,,1.0,,,,,,,,,,,37.813324,-122.249724
212284,2008.0,,1.0,,,,,,,,,,,37.806655,-122.223601
212285,2008.0,,1.0,,,,,,,,,,,37.803067,-122.222954
212286,2008.0,,1.0,,,,,,,,,,,37.806655,-122.223601
212287,2008.0,,,,,,,,,,1.0,,,37.79968,-122.229277
212288,2008.0,1.0,,,,1.0,,,,,,,,37.798794,-122.24173600000002
212290,2008.0,,1.0,,,,,,1.0,,,,,37.793715,-122.233667
212292,2008.0,1.0,,,,1.0,,,,,,,,37.794918,-122.254038
212293,2008.0,,1.0,,,,,,1.0,,,,,37.793569,-122.25296100000001
212294,2008.0,,,,,,,,,,,1.0,,37.778609,-122.22985800000001
212296,2008.0,,1.0,,,,,1.0,,,,,,37.789392,-122.223448
212301,2008.0,,1.0,,,,,,1.0,,,,,37.796248999999996,-122.21452099999999
212302,2008.0,,1.0,,,,,,,,,,,37.795182000000004,-122.19931000000001
212303,2008.0,,1.0,,,,,,1.0,,,,,37.803381,-122.20041299999998
212304,2008.0,1.0,,,,1.0,,,,,,,,37.776152,-122.222755
212307,2008.0,,1.0,,,,,,1.0,,,,,37.791683,-122.200701
212308,2008.0,,1.0,,,,,,1.0,,,,,37.763732,-122.187339
212309,2008.0,,1.0,,,,,,,,,,,37.759133,-122.188961
212311,2008.0,,1.0,,,,,,1.0,,,,,37.780642,-122.204175
212312,2008.0,1.0,,,,1.0,,,,,,,,37.763658,-122.196335
212313,2008.0,1.0,,,,1.0,,,,,,,,37.785965999999995,-122.19621599999999
212314,2008.0,,1.0,,,,,,,,,,,37.785275,-122.19439799999999
212315,2008.0,,1.0,,,,,,,,,,,37.777938,-122.17969199999999
212316,2008.0,,1.0,,,,,,1.0,,,,,37.776959000000005,-122.168797
212317,2008.0,,1.0,,,,,,1.0,,,,,37.772709000000006,-122.172973
212318,2008.0,,,,,,,,,,1.0,,,37.763949,-122.18426399999998
212320,2008.0,1.0,,,1.0,,,,,,,,,37.766555,-122.18376799999999
212321,2008.0,,1.0,,,,,1.0,,,,,,37.76637,-122.180048
212322,2008.0,1.0,,,,1.0,,,,,,,,37.768153000000005,-122.17933899999998
212323,2008.0,,1.0,,,,,1.0,,,,,,37.769313000000004,-122.171245
212324,2008.0,,1.0,,,,,,1.0,,,,,37.76163,-122.16746299999998
212327,2008.0,1.0,,,1.0,,1.0,,,,,,,37.73735,-122.186654
212328,2008.0,,1.0,,,,,,,,,,,37.73903,-122.192924
212329,2008.0,,1.0,,,,,,,,,,,37.736665,-122.19746200000002
212330,2008.0,,1.0,,,,,,1.0,,,,,37.734865,-122.182473
212331,2008.0,,1.0,,,,,,1.0,,,,,37.743258000000004,-122.191599
212332,2008.0,1.0,,,1.0,,1.0,,,,,,,37.728401,-122.179
212333,2008.0,1.0,,,,1.0,,,,,,,,37.741326,-122.17691699999999
212335,2008.0,1.0,,1.0,,,,,,,,,,37.753198,-122.18161599999999
212337,2008.0,,1.0,,,,,,1.0,,,,,37.743175,-122.17720700000001
212339,2008.0,1.0,,,1.0,,,,,,,,,37.75388,-122.16911999999999
212340,2008.0,,1.0,,,,,,,,,,,37.754859,-122.17196000000001
212341,2008.0,,1.0,,,,,,1.0,,,,,37.751892,-122.17296999999999
212342,2008.0,,,,,,,,,,1.0,,,37.750278,-122.161922
212343,2008.0,,,,,,,,,,1.0,,,37.750278,-122.161922
212344,2008.0,1.0,,,,1.0,,,,,,,,37.762698,-122.16481200000001
212346,2008.0,1.0,,,1.0,,1.0,,,,,,,37.754296000000004,-122.16636000000001
212347,2008.0,,1.0,,,,,1.0,,,,,,37.757519,-122.164791
212350,2008.0,,1.0,,,,,,1.0,,,,,37.757424,-122.14768799999999
212353,2008.0,1.0,,,1.0,,,,,,,,,,
212360,2008.0,1.0,,,1.0,,,,,,,,,,
212363,2008.0,1.0,,,,,,,,1.0,,,,,
212364,2008.0,,1.0,,,,,,,,,,,,
212368,2008.0,1.0,,,1.0,,,,,,,,,,
212370,2008.0,,1.0,,,,,,,,,,,37.808823,-122.265877
212371,2008.0,,1.0,,,,,,,,,,,37.818591999999995,-122.266453
212372,2008.0,,1.0,,,,,,,,,,,37.843779,-122.265151
212373,2008.0,,1.0,,,,,1.0,,,,,,37.831408,-122.277208
212374,2008.0,,1.0,,,,,,1.0,,,,,37.8113,-122.286699
212376,2008.0,1.0,,,,1.0,,,,,,,,37.804265,-122.269628
212377,2008.0,1.0,,,1.0,,,,,,,,,37.804265,-122.269628
212378,2008.0,,1.0,,,,,,1.0,,,,,37.803222,-122.26764299999999
212379,2008.0,,,,,,,,,,,1.0,,37.814755,-122.275024
212380,2008.0,,,,,,,,,,,1.0,,37.815669,-122.27503200000001
212382,2008.0,,1.0,,,,,,,,,,,37.811688000000004,-122.267769
212383,2008.0,,1.0,,,,,,,,,,,37.825377,-122.26545700000001
212384,2008.0,,1.0,,,,,,1.0,,,,,37.828936999999996,-122.26318
212385,2008.0,,1.0,,,,,,1.0,,,,,37.815686,-122.26229
212386,2008.0,,1.0,,,,,,1.0,,,,,37.822707,-122.250433
212387,2008.0,,1.0,,,,,1.0,,,,,,37.837646,-122.27790300000001
212388,2008.0,1.0,,,,1.0,,,,,,,,37.843776,-122.26848600000001
212390,2008.0,,1.0,,,,,,1.0,,,,,37.843776,-122.26848600000001
212392,2008.0,,,,,,,,,,,1.0,,37.810209,-122.25941599999999
212393,2008.0,,1.0,,,,,,,,,,,37.812881,-122.25708
212394,2008.0,,1.0,,,,,,,,,,,37.809729,-122.257319
212395,2008.0,,1.0,,,,,,,,,,,37.813324,-122.249724
212396,2008.0,,1.0,,,,,,,,,,,37.813324,-122.249724
212397,2008.0,,1.0,,,,,,,,,,,37.813324,-122.249724
212398,2008.0,,1.0,,,,,,,,,,,37.813324,-122.249724
212399,2008.0,,1.0,,,,,,1.0,,,,,37.806843,-122.22181299999998
212400,2008.0,,1.0,,,,,,1.0,,,,,37.799244,-122.240163
212401,2008.0,,1.0,,,,,,1.0,,,,,37.791065,-122.23661000000001
212402,2008.0,,,,,,,,,,,1.0,,37.794113,-122.211522
212404,2008.0,1.0,,,1.0,,1.0,,,,,,,37.796377,-122.21413999999999
212405,2008.0,1.0,,,,1.0,,,,,,,,37.775816999999996,-122.22198300000001
212406,2008.0,,1.0,,,,,1.0,,,,,,37.777288,-122.221143
212407,2008.0,,1.0,,,,,1.0,,,,,,37.774203,-122.22569299999999
212408,2008.0,,1.0,,,,,,,,,,,37.768437,-122.22241799999999
212409,2008.0,1.0,,,,1.0,,,,,,,,37.787185,-122.210626
212412,2008.0,,1.0,,,,,,1.0,,,,,37.785852,-122.21354699999999
212413,2008.0,,1.0,,,,,1.0,,,,,,37.785215,-122.200223
212414,2008.0,,1.0,,,,,1.0,,,,,,37.785215,-122.200223
212416,2008.0,1.0,,,1.0,,1.0,,,,,,,37.764607,-122.201476
212417,2008.0,1.0,,,1.0,,1.0,,,,,,,37.762063,-122.20481000000001
