YEAROCC,Violence,Property,Homicide,Assaults,Robbery,Shootings,Burglary,MV Theft,Rape,Weapons,Drugs,Sex,y,x
2010.0,1.0,,,1.0,,1.0,,,,,,,37.762295,-122.187087
2010.0,,,,,,,,,,,,1.0,37.84729,-122.28471699999999
2010.0,,1.0,,,,,,1.0,,,,,37.817491,-122.247707
2010.0,,,,,,,,,,,,1.0,37.822627000000004,-122.277092
2010.0,,1.0,,,,,,1.0,,,,,37.796749,-122.27591100000001
2010.0,,1.0,,,,,1.0,,,,,,37.805894,-122.19411000000001
2010.0,,1.0,,,,,1.0,,,,,,37.815332,-122.26349599999999
2010.0,,1.0,,,,,,1.0,,,,,37.772789,-122.163519
2010.0,,1.0,,,,,,1.0,,,,,37.775293,-122.222017
2010.0,,1.0,,,,,,,,,,,37.847436,-122.269199
2010.0,,1.0,,,,,,,,,,,37.847664,-122.269107
2010.0,,1.0,,,,,,,,,,,37.802351,-122.23841100000001
2010.0,,1.0,,,,,1.0,,,,,,37.839544000000004,-122.26490600000001
2010.0,,1.0,,,,,,,,,,,37.81848,-122.25660500000001
2010.0,,1.0,,,,,1.0,,,,,,37.792671,-122.15186100000001
2010.0,,,,,,,,,,,1.0,,37.769657,-122.17024199999999
2010.0,,,,,,,,,,,1.0,,37.795293,-122.20268
2010.0,,,,,,,,,,,1.0,,37.769089,-122.17193
2010.0,1.0,,,,1.0,,,,,,,,37.822823,-122.26031299999998
2010.0,1.0,,,,1.0,,,,,,,,37.832195,-122.251328
2010.0,1.0,,,,1.0,,,,,,,,37.799815,-122.24936699999999
2010.0,1.0,,,1.0,,,,,,,,,37.846532,-122.276716
2010.0,1.0,,,1.0,,,,,,,,,37.744885,-122.195493
2010.0,1.0,,,1.0,,1.0,,,,,,,37.842068,-122.283345
2010.0,1.0,,,1.0,,,,,,,,,37.739701000000004,-122.15544399999999
2010.0,1.0,,,1.0,,1.0,,,,,,,37.842068,-122.283345
2010.0,,1.0,,,,,1.0,,,,,,37.754358,-122.173033
2010.0,,1.0,,,,,,1.0,,,,,37.739701000000004,-122.15544399999999
2010.0,,1.0,,,,,,1.0,,,,,37.749633,-122.1583
2010.0,,1.0,,,,,,1.0,,,,,37.76213,-122.19208700000001
2010.0,,1.0,,,,,,,,,,,37.788956,-122.207108
2010.0,,1.0,,,,,,,,,,,37.794564,-122.25725800000001
2010.0,,1.0,,,,,,,,,,,37.795612,-122.2036
2010.0,,1.0,,,,,,,,,,,37.816863,-122.24525600000001
2010.0,,1.0,,,,,1.0,,,,,,37.837589,-122.27891799999999
2010.0,,1.0,,,,,,,,,,,37.794798,-122.24346000000001
2010.0,,1.0,,,,,,,,,,,37.800854,-122.26888999999998
2010.0,,1.0,,,,,1.0,,,,,,37.795196999999995,-122.25117
2010.0,,1.0,,,,,,,,,,,37.790223,-122.246605
2010.0,,1.0,,,,,,,,,,,37.844189,-122.25693500000001
2010.0,,1.0,,,,,,,,,,,37.858975,-122.23082099999999
2010.0,,1.0,,,,,,,,,,,37.827839000000004,-122.288564
2010.0,,1.0,,,,,,,,,,,37.841702000000005,-122.27986299999999
2010.0,,1.0,,,,,,,,,,,37.811205,-122.26749099999999
2010.0,,1.0,,,,,,,,,,,37.768525,-122.21084599999999
2010.0,,1.0,,,,,,,,,,,37.758288,-122.174678
2010.0,,1.0,,,,,,1.0,,,,,37.827673,-122.256782
2010.0,,1.0,,,,,,1.0,,,,,37.827673,-122.256782
2010.0,,1.0,,,,,,1.0,,,,,37.756414,-122.17938899999999
2010.0,,1.0,,,,,,1.0,,,,,37.763039,-122.162446
2010.0,,1.0,,,,,1.0,,,,,,37.773555,-122.202454
2010.0,1.0,,,1.0,,,,,,,,,37.74135,-122.166081
2010.0,1.0,,,1.0,,,,,,,,,37.795353999999996,-122.245718
2010.0,1.0,,,,1.0,,,,,,,,37.745564,-122.17804699999999
2010.0,,,,,,,,,,,,1.0,37.786483000000004,-122.24095600000001
2010.0,1.0,,,,1.0,,,,,,,,37.769159,-122.190809
2010.0,,1.0,,,,,,,,,,,37.746719,-122.1704
2010.0,,1.0,,,,,,,,,,,37.836403999999995,-122.267604
2010.0,,1.0,,,,,1.0,,,,,,37.7817,-122.20404599999999
2010.0,,1.0,,,,,1.0,,,,,,37.812484000000005,-122.295162
2010.0,,1.0,,,,,1.0,,,,,,37.781451000000004,-122.20423100000001
2010.0,1.0,,,,1.0,,,,,,,,37.790646,-122.24973200000001
2010.0,,1.0,,,,,,,,,,,37.775702,-122.21421799999999
2010.0,,1.0,,,,,1.0,,,,,,37.796248999999996,-122.205964
2010.0,,1.0,,,,,,,,,,,37.78345,-122.18863600000002
2010.0,,1.0,,,,,1.0,,,,,,37.754411,-122.124044
2010.0,,1.0,,,,,1.0,,,,,,37.768745,-122.198315
2010.0,,1.0,,,,,1.0,,,,,,37.811989000000004,-122.284355
2010.0,,1.0,,,,,,1.0,,,,,37.794608000000004,-122.24408999999999
2010.0,,1.0,,,,,1.0,,,,,,37.857074,-122.224378
2010.0,1.0,,,,1.0,,,,,,,,37.815438,-122.253101
2010.0,1.0,,,,1.0,,,,,,,,37.756147999999996,-122.18009599999999
2010.0,,1.0,,,,,,1.0,,,,,37.848382,-122.261429
2010.0,,1.0,,,,,,,,,,,37.835925,-122.26293000000001
2010.0,1.0,,,1.0,,1.0,,,,,,,37.835109,-122.27287199999999
2010.0,,1.0,,,,,,1.0,,,,,37.776472,-122.183406
2010.0,,1.0,,,,,1.0,,,,,,37.784275,-122.223322
2010.0,,1.0,,,,,,1.0,,,,,37.794703000000005,-122.272276
2010.0,,1.0,,,,,1.0,,,,,,37.837609,-122.278782
2010.0,,1.0,,,,,,1.0,,,,,37.799033,-122.210847
2010.0,,1.0,,,,,,1.0,,,,,37.767427000000005,-122.19453100000001
2010.0,,1.0,,,,,1.0,,,,,,37.798004,-122.220823
2010.0,,1.0,,,,,,1.0,,,,,37.767108,-122.201374
2010.0,,1.0,,,,,,,,,,,37.773382,-122.21236
2010.0,,1.0,,,,,,1.0,,,,,37.820427,-122.28096000000001
2010.0,,1.0,,,,,1.0,,,,,,37.747975,-122.18619199999999
2010.0,,1.0,,,,,,1.0,,,,,37.833588,-122.25133799999999
2010.0,,1.0,,,,,,,,,,,37.789153999999996,-122.196358
2010.0,,1.0,,,,,,1.0,,,,,37.796034000000006,-122.257047
2010.0,,1.0,,,,,,1.0,,,,,37.848802,-122.26041599999999
2010.0,1.0,,,,1.0,,,,,,,,37.77498,-122.21954
2010.0,,1.0,,,,,,1.0,,,,,37.782505,-122.23436000000001
2010.0,,1.0,,,,,,1.0,,,,,37.790945,-122.252323
2010.0,,1.0,,,,,,,,,,,37.803436,-122.264408
2010.0,1.0,,,,1.0,,,,,,,,37.795932,-122.25905300000001
2010.0,,,,,,,,,,,1.0,,37.757133,-122.18274699999999
2010.0,,,,,,,,,,,1.0,,37.775744,-122.21928700000001
2010.0,,,,,,,,,,,1.0,,37.798021999999996,-122.255944
2010.0,,,,,,,,,,1.0,,,37.821455,-122.278306
2010.0,1.0,,,,1.0,,,,,,,,37.826370000000004,-122.27835800000001
2010.0,,1.0,,,,,,,,,,,37.826370000000004,-122.27835800000001
2010.0,,1.0,,,,,,1.0,,,,,37.826370000000004,-122.27835800000001
2010.0,,1.0,,,,,,1.0,,,,,37.755389,-122.188624
2010.0,,1.0,,,,,,1.0,,,,,37.727106,-122.174873
2010.0,,1.0,,,,,,,,,,,37.809444,-122.24966599999999
2010.0,,1.0,,,,,,,,,,,37.779158,-122.19041299999999
2010.0,,1.0,,,,,,,,,,,37.831609,-122.215221
2010.0,,1.0,,,,,,,,,,,37.776512,-122.182034
2010.0,,1.0,,,,,,,,,,,37.790101,-122.145967
2010.0,,1.0,,,,,1.0,,,,,,37.828207,-122.25743500000002
2010.0,,1.0,,,,,,,,,,,37.780297999999995,-122.22528999999999
2010.0,,1.0,,,,,,,,,,,37.78607,-122.241009
2010.0,,1.0,,,,,,,,,,,37.797514,-122.265825
2010.0,,1.0,,,,,,,,,,,37.832209999999996,-122.271166
2010.0,,1.0,,,,,,,,,,,37.751415,-122.190518
2010.0,,1.0,,,,,,,,,,,37.836859000000004,-122.267055
2010.0,,1.0,,,,,,,,,,,37.80765,-122.270749
2010.0,,1.0,,,,,,,,,,,37.806655,-122.269713
2010.0,,1.0,,,,,,,,,,,37.767998,-122.186361
2010.0,,1.0,,,,,,,,,,,37.801846999999995,-122.182153
2010.0,,1.0,,,,,,,,,,,37.824226,-122.28480400000001
2010.0,1.0,,,,1.0,,,,,,,,37.77681,-122.22356299999998
2010.0,,1.0,,,,,,,,,,,37.778431,-122.21865600000001
2010.0,,1.0,,,,,,,,,,,37.778431,-122.21865600000001
2010.0,,1.0,,,,,1.0,,,,,,37.755584000000006,-122.161273
2010.0,1.0,,,1.0,,1.0,,,,,,,37.820808,-122.271776
2010.0,,1.0,,,,,,1.0,,,,,37.77865,-122.204573
2010.0,,1.0,,,,,,,,,,,37.843662,-122.275461
2010.0,,,,,,,,,,,1.0,,37.837355,-122.262348
2010.0,,1.0,,,,,,,,,,,37.836859000000004,-122.267055
2010.0,,1.0,,,,,1.0,,,,,,37.806363,-122.28766399999999
2010.0,1.0,,,,1.0,,,,,,,,37.770745,-122.192047
2010.0,1.0,,,,1.0,,,,,,,,37.813815999999996,-122.26662900000001
2010.0,,1.0,,,,,,1.0,,,,,37.75816,-122.154016
2010.0,,1.0,,,,,1.0,,,,,,37.750551,-122.15630900000001
2010.0,,1.0,,,,,1.0,,,,,,37.801738,-122.20441399999999
2010.0,1.0,,,,1.0,,,,,,,,37.757781,-122.187177
2010.0,,,,,,,,,,,1.0,,37.811566,-122.25053799999999
2010.0,1.0,,,,1.0,,,,,,,,37.832795000000004,-122.263926
2010.0,,1.0,,,,,,,,,,,37.792017,-122.209999
2010.0,,1.0,,,,,,,,,,,37.799378000000004,-122.247827
2010.0,1.0,,,,1.0,,,,,,,,37.798984999999995,-122.25301100000001
2010.0,,1.0,,,,,,1.0,,,,,37.812498,-122.25536699999999
2010.0,,1.0,,,,,,1.0,,,,,37.762331,-122.201241
2010.0,,1.0,,,,,,1.0,,,,,37.841922,-122.28271299999999
2010.0,,1.0,,,,,1.0,,,,,,37.834165999999996,-122.274289
2010.0,,1.0,,,,,,1.0,,,,,37.770796000000004,-122.18966200000001
2010.0,,1.0,,,,,1.0,,,,,,37.800411,-122.26978500000001
2010.0,,1.0,,,,,1.0,,,,,,37.840406,-122.273829
2010.0,,1.0,,,,,,1.0,,,,,37.747403999999996,-122.16066799999999
2010.0,,1.0,,,,,1.0,,,,,,37.769693,-122.180199
2010.0,,1.0,,,,,,,,,,,37.773011,-122.22623899999999
2010.0,,1.0,,,,,,1.0,,,,,37.784138,-122.20213400000002
2010.0,,1.0,,,,,1.0,,,,,,37.825719,-122.276953
2010.0,,,,,,,,,,,1.0,,37.735734,-122.17678899999999
2010.0,,,,,,,,,,,1.0,,37.768706,-122.206906
2010.0,,,,,,,,,,,1.0,,37.735734,-122.17678899999999
2010.0,1.0,,,,1.0,,,,,,,,37.833506,-122.26386200000002
2010.0,1.0,,,,1.0,,,,,,,,37.814510999999996,-122.26523
2010.0,1.0,,,,1.0,,,,,,,,37.799490999999996,-122.25200600000001
2010.0,1.0,,,,1.0,,,,,,,,37.838249,-122.28451299999999
2010.0,1.0,,,,1.0,,,,,,,,37.838249,-122.28451299999999
2010.0,1.0,,,1.0,,,,,,,,,37.804823999999996,-122.269504
2010.0,1.0,,,1.0,,,,,,,,,37.761926,-122.181296
2010.0,,1.0,,,,,,,,,,,37.799983000000005,-122.252927
2010.0,,1.0,,,,,,,,,,,37.798265,-122.18263999999999
2010.0,,1.0,,,,,,,,,,,37.744459,-122.171071
2010.0,,1.0,,,,,,,,,,,37.735734,-122.17678899999999
2010.0,,1.0,,,,,,1.0,,,,,37.828325,-122.25661799999999
2010.0,,1.0,,,,,1.0,,,,,,37.757740999999996,-122.19256000000001
2010.0,,1.0,,,,,,,,,,,37.83674,-122.198296
2010.0,,1.0,,,,,,,,,,,37.786209,-122.199603
2010.0,,1.0,,,,,1.0,,,,,,37.806128,-122.29329399999999
2010.0,,1.0,,,,,,,,,,,37.740607000000004,-122.198132
2010.0,,1.0,,,,,,,,,,,37.740607000000004,-122.198132
2010.0,,1.0,,,,,,,,,,,37.790796,-122.19756100000001
2010.0,,1.0,,,,,,,,,,,37.759584000000004,-122.179267
2010.0,,1.0,,,,,,,,,,,37.791501000000004,-122.26796999999999
2010.0,,1.0,,,,,,,,,,,37.828314,-122.197927
2010.0,,1.0,,,,,,,,,,,37.810384,-122.255127
2010.0,,1.0,,,,,,,,,,,37.797911,-122.202001
2010.0,,1.0,,,,,,,,,,,37.813908000000005,-122.24096399999999
2010.0,,1.0,,,,,,,,,,,37.740328999999996,-122.198929
2010.0,,1.0,,,,,,1.0,,,,,37.791129999999995,-122.186507
2010.0,,1.0,,,,,,,,,,,37.758390999999996,-122.16243700000001
2010.0,,1.0,,,,,,,,,,,37.791551,-122.2482
2010.0,,1.0,,,,,,,,,,,37.809481,-122.28304299999999
2010.0,,1.0,,,,,,1.0,,,,,37.822596999999995,-122.25575
2010.0,,1.0,,,,,,1.0,,,,,37.822596999999995,-122.25575
2010.0,,1.0,,,,,1.0,,,,,,37.756081,-122.173671
2010.0,1.0,,,1.0,,1.0,,,,,,,37.788803,-122.23776200000002
2010.0,,1.0,,,,,1.0,,,,,,37.779235,-122.217518
2010.0,,1.0,,,,,1.0,,,,,,37.84729,-122.28471699999999
2010.0,,1.0,,,,,,1.0,,,,,37.792145,-122.20833600000002
2010.0,,1.0,,,,,,1.0,,,,,37.757979999999996,-122.182326
2010.0,,1.0,,,,,,,,,,,37.800225,-122.278204
2010.0,1.0,,,,1.0,,,,,,,,37.757394,-122.17791299999999
2010.0,,1.0,,,,,1.0,,,,,,37.81098,-122.298657
2010.0,1.0,,,,1.0,,,,,,,,37.817305,-122.25548500000001
2010.0,,1.0,,,,,1.0,,,,,,37.80251,-122.21931699999999
2010.0,,1.0,,,,,,,,,,,37.773449,-122.174323
2010.0,,1.0,,,,,,,,,,,37.755935,-122.187774
2010.0,1.0,,,,1.0,,,,,,,,37.746246,-122.168508
2010.0,,1.0,,,,,1.0,,,,,,37.763412,-122.185065
2010.0,1.0,,,1.0,,1.0,,,,,,,37.808699,-122.303198
2010.0,,1.0,,,,,1.0,,,,,,37.799592,-122.219656
2010.0,,1.0,,,,,,,,,,,37.806668,-122.24461299999999
2010.0,,1.0,,,,,,,,,,,37.809992,-122.271923
2010.0,1.0,,,1.0,,1.0,,,,,,,37.792572,-122.222551
2010.0,1.0,,,,1.0,,,,,,,,37.799396,-122.24126899999999
2010.0,,1.0,,,,,,,,,,,37.838012,-122.26923500000001
2010.0,,1.0,,,,,,1.0,,,,,37.844209,-122.27625800000001
2010.0,,1.0,,,,,,,,,,,37.745511,-122.16291399999999
2010.0,,1.0,,,,,,1.0,,,,,37.763411,-122.16901100000001
2010.0,,1.0,,,,,,1.0,,,,,37.762747999999995,-122.177907
2010.0,,1.0,,,,,,1.0,,,,,37.807145,-122.27218700000002
2010.0,,1.0,,,,,,1.0,,,,,37.792879,-122.207618
2010.0,1.0,,,1.0,,1.0,,,,,,,37.818346999999996,-122.267973
2010.0,,1.0,,,,,,1.0,,,,,37.816567,-122.290709
2010.0,,1.0,,,,,,,,,,,37.807445,-122.27626200000002
2010.0,,1.0,,,,,,1.0,,,,,37.776281,-122.199396
2010.0,,1.0,,,,,1.0,,,,,,37.777959,-122.219866
2010.0,,1.0,,,,,,1.0,,,,,37.774889,-122.178941
2010.0,,1.0,,,,,1.0,,,,,,37.800411,-122.26978500000001
2010.0,,1.0,,,,,1.0,,,,,,37.835555,-122.2734
2010.0,,,,,,,,,,,1.0,,37.806354,-122.29427700000001
2010.0,,,,,,,,,,,1.0,,37.744233,-122.17033899999998
2010.0,,,,,,,,,,,1.0,,37.75165,-122.20545200000001
2010.0,,,,,,,,,,,1.0,,37.819163,-122.273707
2010.0,,,,,,,,,,,1.0,,37.768935,-122.21000500000001
2010.0,,,,,,,,,,,1.0,,37.766631,-122.209056
2010.0,,,,,,,,,,,1.0,,37.819163,-122.273707
2010.0,,,,,,,,,,,1.0,,37.772704,-122.20504
2010.0,,,,,,,,,,,1.0,,37.753654,-122.165516
2010.0,,,,,,,,,,,1.0,,37.772704,-122.20504
2010.0,,,,,,,,,,,1.0,,37.797140999999996,-122.240292
2010.0,,,,,,,,,,,1.0,,37.815073,-122.27721000000001
2010.0,,,,,,,,,,,1.0,,37.815073,-122.27721000000001
2010.0,,,,,,,,,,,1.0,,37.772704,-122.20504
2010.0,,,,,,,,,,,1.0,,37.797140999999996,-122.240292
2010.0,,,,,,,,,,1.0,,,37.731111,-122.17963799999998
2010.0,,,,,,,,,,1.0,,,37.772704,-122.20504
2010.0,,,,,,,,,,1.0,,,37.772704,-122.20504
2010.0,1.0,,,,1.0,,,,,,,,37.788295,-122.209718
2010.0,1.0,,,,1.0,,,,,,,,37.764776,-122.19868799999999
2010.0,1.0,,,,1.0,,,,,,,,37.829103,-122.25846899999999
2010.0,1.0,,,,1.0,,,,,,,,37.811946999999996,-122.259805
2010.0,1.0,,,1.0,,,,,,,,,37.793506,-122.22535800000001
2010.0,1.0,,,1.0,,,,,,,,,37.757001,-122.16458600000001
2010.0,1.0,,,1.0,,,,,,,,,37.802062,-122.23141499999998
2010.0,1.0,,,1.0,,1.0,,,,,,,37.790492,-122.24460400000001
2010.0,,1.0,,,,,1.0,,,,,,37.765634000000006,-122.181822
2010.0,,1.0,,,,,,,,,,,37.772704,-122.20504
2010.0,,,,,,,,,,,,1.0,37.785807,-122.23991000000001
2010.0,,,,,,,,,,,,1.0,37.786438000000004,-122.24096200000001
2010.0,,,,,,,,,,,,1.0,37.774347999999996,-122.218833
2010.0,,,,,,,,,,,,1.0,37.768367,-122.20943
2010.0,,,,,,,,,,,,1.0,37.778960999999995,-122.22951499999999
2010.0,,,,,,,,,,,,1.0,37.787694,-122.243059
2010.0,,,,,,,,,,,,1.0,37.787067,-122.24201399999998
2010.0,,,,,,,,,,,,1.0,37.787694,-122.243059
2010.0,,,,,,,,,,,,1.0,37.787694,-122.243059
2010.0,,,,,,,,,,,,1.0,37.788458,-122.24373600000001
2010.0,,,,,,,,,,,,1.0,37.78163,-122.23226799999999
2010.0,,,,,,,,,,,,1.0,37.770803,-122.212011
2010.0,,,,,,,,,,,,1.0,37.780823,-122.23148300000001
2010.0,,,,,,,,,,,,1.0,37.786438000000004,-122.24096200000001
2010.0,,,,,,,,,,,,1.0,37.787067,-122.24201399999998
2010.0,,,,,,,,,,,,1.0,37.775154,-122.21926599999999
2010.0,,,,,,,,,,,,1.0,37.772395,-122.21320700000001
2010.0,,,,,,,,,,,,1.0,37.785807,-122.23991000000001
2010.0,,,,,,,,,,,,1.0,37.786438000000004,-122.24096200000001
2010.0,,,,,,,,,,,,1.0,37.774347999999996,-122.218833
2010.0,,,,,,,,,,,,1.0,37.768367,-122.20943
2010.0,,,,,,,,,,,,1.0,37.78163,-122.23226799999999
2010.0,,,,,,,,,,,,1.0,37.770803,-122.212011
2010.0,,,,,,,,,,,,1.0,37.780823,-122.23148300000001
2010.0,,,,,,,,,,,,1.0,37.786438000000004,-122.24096200000001
2010.0,,,,,,,,,,,,1.0,37.787067,-122.24201399999998
2010.0,,,,,,,,,,,,1.0,37.786438000000004,-122.24096200000001
2010.0,,,,,,,,,,,,1.0,37.775154,-122.21926599999999
2010.0,,,,,,,,,,,,1.0,37.772395,-122.21320700000001
2010.0,1.0,,,,1.0,,,,,,,,37.76982,-122.20048200000001
2010.0,,1.0,,,,,1.0,,,,,,37.7617,-122.19678700000001
2010.0,,1.0,,,,,,1.0,,,,,37.769493,-122.206019
2010.0,,1.0,,,,,,,,,,,37.744385,-122.19459499999999
2010.0,,1.0,,,,,,,,,,,37.812226,-122.24708000000001
2010.0,,1.0,,,,,,,,,,,37.797697,-122.278247
